source_state,property_id,owner_name,holder_name,address,city,state,postal_code,property_type,property_type_code,property_value,report_year,uuid
CA,1016534264,CALENDAR RAYMOND,AMERICAN EXPRESS PREPAID CARD MANAGEMENT,28248 AUTUMNGLEN RD,HIGHLAND,CA,92346,UNREDEEMED GIFT CERTIFICATE,MS12,0.11,,_UUXE58Bqu6IKIxAuAHR
CA,1016534262,CALENDAR RAYMOND,AMERICAN EXPRESS PREPAID CARD MANAGEMENT,28248 AUTUMNGLEN RD,HIGHLAND,CA,92346,UNREDEEMED GIFT CERTIFICATE,MS12,0.73,,V0UXE58Bqu6IKIxAuALR
CA,1044281984,CALENDAR RAYMOND,AMERICAN EXPRESS PREPAID CARD MANAGEMENT,28248 AUTUMN GLEN ROAD,,CA,92346,UNREDEEMED GIFT CERTIFICATE,MS12,3.38,,suXfF58BWDpOTxa9ED0l
CA,1044281988,CALENDAR RAYMOND,AMERICAN EXPRESS PREPAID CARD MANAGEMENT,28248 AUTUMN GLEN ROAD,HIGHLAND,CA,92346,UNREDEEMED GIFT CERTIFICATE,MS12,1.53,,tuXfF58BWDpOTxa9ED0l
CA,1044281982,CALENDAR RAYMOND,AMERICAN EXPRESS PREPAID CARD MANAGEMENT,28248 AUTUMN GLEN ROAD,,CA,92346,UNREDEEMED GIFT CERTIFICATE,MS12,0.61,,sOXfF58BWDpOTxa9ED0l
CA,1016534261,CALENDAR RAYMOND,AMERICAN EXPRESS PREPAID CARD MANAGEMENT,28248 AUTUMNGLEN RD,HIGHLAND,CA,92346,UNREDEEMED GIFT CERTIFICATE,MS12,1.0,,VkUXE58Bqu6IKIxAuALR
CA,1044281983,CALENDAR RAYMOND,AMERICAN EXPRESS PREPAID CARD MANAGEMENT,28248 AUTUMN GLEN ROAD,,CA,92346,UNREDEEMED GIFT CERTIFICATE,MS12,3.12,,seXfF58BWDpOTxa9ED0l
CA,1044281985,CALENDAR RAYMOND,AMERICAN EXPRESS PREPAID CARD MANAGEMENT,28248 AUTUMN GLEN ROAD,,CA,92346,UNREDEEMED GIFT CERTIFICATE,MS12,0.22,,s-XfF58BWDpOTxa9ED0l
CA,1044281986,CALENDAR RAYMOND,AMERICAN EXPRESS PREPAID CARD MANAGEMENT,28248 AUTUMN GLEN ROAD,,CA,92346,UNREDEEMED GIFT CERTIFICATE,MS12,10.34,,tOXfF58BWDpOTxa9ED0l
CA,1044281987,CALENDAR RAYMOND,AMERICAN EXPRESS PREPAID CARD MANAGEMENT,28248 AUTUMN GLEN ROAD,HIGHLAND,CA,92346,UNREDEEMED GIFT CERTIFICATE,MS12,0.76,,teXfF58BWDpOTxa9ED0l
CA,1035750043,CALENDAR RICHARD,KAISER FOUNDATION HEALTH PLAN OF SO CAL,940 EUCLID AVE,BERKELEY,CA,94708,ACCOUNTS PAYABLE,MS08,20.0,,PQ1EE58BMOBo_ZuOwoQ1
CA,4160880,CALENDAR SCOTT,WHEREHOUSE ENTERTAINMENT INC,112 BELLA VISTA,BELVEDERE,,94920,Non Standard NAUPA Code for - Dividends,04  ,462.0,,gaGjEp8BMOBo_ZuO2nrM
CA,1010163939,CALENDAR SEAN,CASILLAS V. FPI MANAGEMENT INC.,5992 KUVASZ CT,CITRUS HEIGHTS,CA,95621,AGGREGATE UNCASHED CHECKS,CK99,9.72,,_rsME58Bj6Q_lu2Xgs6o
CA,1019868562,CALENDAR SEAN,NELNET INC,702 SAMMY WAY,ROCKLIN,CA,95765,CUSTOMER OVERPAYMENTS,MS05,4.46,,7RUdE58BdxBbIqahqSU2
CA,998264362,CALENDAR SEAN,GOOGLE PAYMENT CORPORATION,UNKNOWN,ROCKLIN,CA,95765,UNREDEEMED GIFT CERTIFICATE,MS12,1.54,,7_74Ep8BdxBbIqahA29I
CA,1036958657,CALENDAR SEAN,NELNET INC,702 SAMMY WAY,ROCKLIN,CA,95765,CUSTOMER OVERPAYMENTS,MS05,4.46,,jl9GE58Bqu6IKIxA1VoB
CA,1045052012,CALENDAR SEAN,CENLAR FSB,5992 KUVASZ COURT,CITRUS HEIGHTS,CA,95621,MISC OUTSTANDING CHECKS,MS16,2.0,,q0TgF58Bj6Q_lu2X1e8S
CA,1033086743,CALENDAR SEAN,CENLAR FSB,5992 KUVASZ COURT,CITRUS HEIGHTS,CA,95621,MISC OUTSTANDING CHECKS,MS16,2.0,,0IpAE58B9dGTenPiFs77
CA,1011753934,CALENDAR STEVE,CHARTER COMMUNICATIONS INC FKA TIME WARNER INC,930 N HAYWORTH AVE APT 8,LOS ANGELES,CA,90046,REFUNDS DUE,MS11,51.31,,6AAPE58BdwRK0i0yemBK
CA,1004139114,CALENDAR SUE,BANK OF AMERICA NA (885),1911 MARI LN,HUGHSON,CA,95326,OUTSTANDING OFFICIAL CHECKS,CK15,25.0,,_zcCE58Bqu6IKIxAPaXJ
CA,954271686,CALENDAR TEXTIL,COCA-COLA ENTERPRISES INC,1616 PERRINO PL,LOS ANGELES,CA,90023,VENDOR CHECKS,CK13,7.97,,CIK2Ep8Bj6Q_lu2XSzTW
CA,1008200828,CALENDAR USA,ETS EXPRESS LLC.,PO BOX 9771,GLENDALE,CA,91226,CREDIT BAL -  ACCTS RECEIVABLE,MS09,0.02,,5pYIE58BBuGJUe8u__dr
CA,990822398,CALENDAR VISIONS,"GOOGLE, LLC",4701 GOULD AVENUE,LA CANADA FLINTRIDGE,CA,91011,CREDIT BAL -  ACCTS RECEIVABLE,MS09,0.1,,e1PrEp8B9dGTenPisdRR
CA,1038006747,CALENDAR WM,GOOGLE PAYMENT CORPORATION,UNKNOWN,HUNTINGTON PARK,CA,90001,UNREDEEMED GIFT CERTIFICATE,MS12,0.01,,2JNIE58BVoZSrHrZxpRU
CA,971696755,CALENDAR WORLD,FIRST DATA MERCHANT SERVICES,C/O IRFAN,SIMI VALLEY,CA,93065,MISC INTANGIBLE PROP,MS17,642.55,,atnNEp8BgbHqynegJVci
CA,977787487,CONEJO CALENDAR,"GOOGLE, LLC",5 NORTH SPARROWHAWK LANE,OAK PARK,CA,00000,ACCOUNTS PAYABLE,MS08,12.27,,2cPWEp8BMOBo_ZuORteT
CA,973414196,FAMILY CALENDAR,ADP INC. (EMPLOYER SEVICE DN),PO BOX 10091,DELKAY,CA,90295,ACCOUNTS PAYABLE,MS08,51.0,,sHPPEp8BRez0kkx52Z2u
CA,996372939,GO CALENDAR,AT&T SERVICES INC,715 WASHINGTON AVE,ALBANY,CA,94706,REFUNDS DUE,MS11,38.2,,-e70Ep8BdwRK0i0y3BxT
CA,11185518,ICAN CALENDAR,RIVERSIDE NATIONAL BANK,3906 MT VERNON AVE,RIVERSIDE,CA,92507,"Non Standard NAUPA Code for - Checking accounts, dmnd depsit",56  ,70.9,,l1WpEp8BBuGJUe8u0CWe
CA,1064935971,JESUS  CALENDAR,PAYPAL,2001 NORTH 8TH STREET,EL CENTRO,CA,92243,,MS17,,,QaJfE58BVoZSrHrZrxYZ
CA,10155120,ROBINS CALENDAR / DOVE MILLARD I,WEST AMERICAN INSURANCE COMPANY,,,,,Non Standard NAUPA Code for - Refunds,79  ,52.73,,hiWnEp8BVoZSrHrZksVt
CA,1065360403,SEAN  CALENDAR,STRIPE INC,2429 TRINITY WAY,ROCKLIN,CA,95677,,MS17,,,6vNgE58Bj6Q_lu2XSu4p
CA,975256392,TERRANCE CALENDAR,MEDIANEWS GROUP INC,5860 LISBON CT,PALMDALE,CA,93552,CREDIT BAL -  ACCTS RECEIVABLE,MS09,29.0,,xjjSEp8BWDpOTxa9LIzv
CA,1020918987,AN THAI CALENDAR,UNITED PARCEL SERVICE INC. (OH),3430 N ECKHART AVE,ROSEMEAD,CA,91770,ACCOUNTS PAYABLE,MS08,14.15,,eHYfE58BVoZSrHrZak54
CA,997247076,AN THAI CALENDAR,UNITED PARCEL SERVICE INC,3430 N ECKHART AVE,ROSEMEAD,CA,91770,ACCOUNTS PAYABLE,MS08,1.64,,kIv2Ep8BBuGJUe8uQtDW
CA,974700643,BIOTECHNOLOGY CALENDAR INC,ADECCO INC,132 OLYMPIA PARK RD,GRASS VALLEY,CA,95945,UNIDENTIFIED DEPOSIT,AC07,697.31,,0RPREp8BPFHwP-jRb2pj
CA,13511494,BIOTECHNOLOGY CALENDAR INC,E I DU PONT DE NEMOURS AND CO,BIOTECHNOLOGY CALENDAR INC,LA JOLLA,CA,92037,Non Standard NAUPA Code for - Vendor payments,85  ,615.0,,-f-uEp8Bqu6IKIxA6vvS
CA,1061201258,BIOTECHNOLOGY CALENDAR INC,ELEVANCE HEALTH INC,ATTN  BENEFITS ADMINISTRATOR,GRASS VALLEY,CA,95945,,IN05,,,MJ5ZE58BVoZSrHrZc6l4
CA,1042492425,BIOTECHNOLOGY CALENDAR INC,ELEVANCE HEALTH INC,ATTN BENEFITS ADMINISTRATOR,GRASS VALLEY,CA,95945,PREMIUM REFUNDS,IN05,786.05,,nF3aF58BMOBo_ZuOnbrA
CA,966706433,CALENDAR ANGELA M / CALENDER KENDALL,SELECT PORTFOLIO SERVICING INC,27107 PRESTANCIA WAY,SALINAS,CA,93908,REFUNDS DUE,MS11,0.18,,BWnFEp8BBuGJUe8uuVYh
CA,1021138728,CALENDAR HOLDINGS LLC,AMERICAN EXPRESS COMPANY,1151 GALLERIA BLVD NO 1197,ROSEVILLE,CA,95678,PAYMENTS FOR GOODS & SERVICES,MS04,8.32,,hnQfE58B9dGTenPixpf4
CA,1021138730,CALENDAR HOLDINGS LLC,AMERICAN EXPRESS COMPANY,1151 GALLERIA BLVD NO 1197,ROSEVILLE,CA,95678,PAYMENTS FOR GOODS & SERVICES,MS04,15.61,,h3QfE58B9dGTenPixpf4
CA,1021138734,CALENDAR HOLDINGS LLC,AMERICAN EXPRESS COMPANY,1151 GALLERIA BLVD NO 1197,ROSEVILLE,CA,95678,PAYMENTS FOR GOODS & SERVICES,MS04,13.52,,iXQfE58B9dGTenPixpf4
CA,1016050677,CALENDAR HOLDINGS LLC,AMERICAN EXPRESS COMPANY,3100 E IMPERIAL HWY,LYNWOOD,CA,90262,PAYMENTS FOR GOODS & SERVICES,MS04,122.59,,SAUWE58BdwRK0i0y8Ocd
CA,1016050678,CALENDAR HOLDINGS LLC,AMERICAN EXPRESS COMPANY,3100 E IMPERIAL HWY,LYNWOOD,CA,90262,PAYMENTS FOR GOODS & SERVICES,MS04,8.49,,SQUWE58BdwRK0i0y8Ocd
CA,1016050679,CALENDAR HOLDINGS LLC,AMERICAN EXPRESS COMPANY,3100 E IMPERIAL HWY,LYNWOOD,CA,90262,PAYMENTS FOR GOODS & SERVICES,MS04,63.19,,1gUWE58BdwRK0i0y8Ocd
CA,1016050680,CALENDAR HOLDINGS LLC,AMERICAN EXPRESS COMPANY,3100 E IMPERIAL HWY,LYNWOOD,CA,90262,PAYMENTS FOR GOODS & SERVICES,MS04,38.12,,7QUWE58BdwRK0i0y8Ocd
CA,1021138732,CALENDAR HOLDINGS LLC,AMERICAN EXPRESS COMPANY,1151 GALLERIA BLVD NO 1197,ROSEVILLE,CA,95678,PAYMENTS FOR GOODS & SERVICES,MS04,17.68,,_nQfE58B9dGTenPixpf4
CA,1016050673,CALENDAR HOLDINGS LLC,AMERICAN EXPRESS COMPANY,STNERGE SHPING CTR CA,PLEASANTON,CA,94588,PAYMENTS FOR GOODS & SERVICES,MS04,4.24,,wQUWE58BdwRK0i0y8Ocd
CA,1021138729,CALENDAR HOLDINGS LLC,AMERICAN EXPRESS COMPANY,1151 GALLERIA BLVD NO 1197,ROSEVILLE,CA,95678,PAYMENTS FOR GOODS & SERVICES,MS04,14.81,,HXQfE58B9dGTenPixpf4
CA,1021138726,CALENDAR HOLDINGS LLC,AMERICAN EXPRESS COMPANY,1151 GALLERIA BLVD NO 1197,ROSEVILLE,CA,95678,PAYMENTS FOR GOODS & SERVICES,MS04,22.88,,hXQfE58B9dGTenPixpf4
CA,1021138733,CALENDAR HOLDINGS LLC,AMERICAN EXPRESS COMPANY,1151 GALLERIA BLVD NO 1197,ROSEVILLE,CA,95678,PAYMENTS FOR GOODS & SERVICES,MS04,8.31,,iHQfE58B9dGTenPixpf4
CA,1021138727,CALENDAR HOLDINGS LLC,AMERICAN EXPRESS COMPANY,1151 GALLERIA BLVD NO 1197,ROSEVILLE,CA,95678,PAYMENTS FOR GOODS & SERVICES,MS04,20.81,,_HQfE58B9dGTenPixpf4
CA,1021138731,CALENDAR HOLDINGS LLC,AMERICAN EXPRESS COMPANY,1151 GALLERIA BLVD NO 1197,ROSEVILLE,CA,95678,PAYMENTS FOR GOODS & SERVICES,MS04,10.39,,_XQfE58B9dGTenPixpf4
CA,1021138735,CALENDAR HOLDINGS LLC,AMERICAN EXPRESS COMPANY,1151 GALLERIA BLVD NO 1197,ROSEVILLE,CA,95678,PAYMENTS FOR GOODS & SERVICES,MS04,88.29,,_3QfE58B9dGTenPixpf4
CA,1016050674,CALENDAR HOLDINGS LLC,AMERICAN EXPRESS COMPANY,3100 E IMPERIAL HWY,LYNWOOD,CA,90262,PAYMENTS FOR GOODS & SERVICES,MS04,116.84,,oAUWE58BdwRK0i0y8Ocd
CA,1016050675,CALENDAR HOLDINGS LLC,AMERICAN EXPRESS COMPANY,3100 E IMPERIAL HWY,LYNWOOD,CA,90262,PAYMENTS FOR GOODS & SERVICES,MS04,284.07,,oQUWE58BdwRK0i0y8Ocd
CA,1016050676,CALENDAR HOLDINGS LLC,AMERICAN EXPRESS COMPANY,3100 E IMPERIAL HWY,LYNWOOD,CA,90262,PAYMENTS FOR GOODS & SERVICES,MS04,38.17,,wgUWE58BdwRK0i0y8Ocd
CA,954354583,CALENDAR JOHANNA M,KAISER FOUNDATION HEALTH PLAN,940 EUCLID AVE,BERKELEY,CA,94708,VENDOR CHECKS,CK13,30.0,,fdK2Ep8BdxBbIqahaw_m
CA,969494150,CALENDAR MARILYN A,PCNA- PEPSI COLA NORTH AMERICA,39906 WILD CANARY LN,MURRIETA,CA,92562,REFUNDS DUE,MS11,10.0,,gg_JEp8BPFHwP-jR7TGF
CA,970657643,CALENDAR MARY H / CALENDAR MARY H ESTATE,METROPOLITAN LIFE INSURANCE COMPANY,,PLACENTIA,CA,00000,PROCEEDS DUE BENEFICIARIES,IN03,67.54,,nBPLEp8Bqu6IKIxAmO2D
CA,15454803,CALENDAR MARY H,METLIFE INC,SANTA FE,PLACENTIA,CA,92870,Non Standard NAUPA Code for - Securities,11  ,352.7,,A8inEp8BdxBbIqahIx5i
CA,969795140,CALENDAR MICHELLE 405849,SALINAS NEWSPAPERS INC.,PO BOX,SALINAS,CA,93902,CREDIT BAL -  ACCTS RECEIVABLE,MS09,9.43,,TG_KEp8BRez0kkx5Zpkx
CA,13184203,CALENDAR PATRICIA A / CALENDAR R. MICHAEL,CHAMPION ENTERPRISES INC COMMON,935 JOHNFER WAY   APT 216,SACRAMENTO,CA,95831,Non Standard NAUPA Code for - Other,76  ,25.5,,ciGtEp8BWDpOTxa9U9R4
CA,13163704,CALENDAR PATRICIA A / CALENDAR SCOTT C,BELLE ISLE NET PROFIT UNITS,300 W WALNUT,DIXON,CA,95620,Non Standard NAUPA Code for - Other,76  ,2.1,,OyaoEp8BVoZSrHrZ8R8N
